Satellite Name,Country,Operator,Purpose,Orbit Class,Launch Date,Expected Lifetime,Launch Mass (kg.)
Galileo FOC FM8 (Galileo 11),ESA,European Space Agency,Navigation/Global Positioning,MEO,2015-12-17,12.0,723.0
Galileo FOC FM9 (Galileo 12),ESA,European Space Agency,Navigation/Global Positioning,MEO,2015-12-17,12.0,723.0
Galileo IOV-1 FM2,ESA,European Space Agency,Navigation/Global Positioning,MEO,2011-10-21,12.0,700.0
Galileo IOV-1 PFM,ESA,European Space Agency,Navigation/Global Positioning,MEO,2011-10-21,12.0,700.0
Galileo IOV-2 FM3,ESA,European Space Agency,Navigation/Global Positioning,MEO,2012-10-12,12.0,700.0
Galileo IOV-2 FM4,ESA,European Space Agency,Navigation/Global Positioning,MEO,2012-10-12,12.0,700.0
Gaofen 1,China,Shanghai Academy of Spaceflight Technology (SAST),Earth Observation,LEO,2013-04-26,5.0,1000.0
Gaofen 2,China,Shanghai Academy of Spaceflight Technology (SAST),Earth Observation,LEO,2014-08-19,5.0,1000.0
Gaofen 4,China,China Aerospace Science and Technology Corporation (CASTC),Earth Observation,GEO,2015-12-28,8.0,4600.0
Gaofen 8,China,Shanghai Academy of Spaceflight Technology (SAST),Earth Observation,LEO,2015-06-26,5.0,1000.0
Gaofen 9,China,China Aerospace Science and Technology Corporation (CASTC),Earth Observation,LEO,2015-09-14,5.0,1000.0
Garpun-1 (Cosmos 2473),Russia,Ministry of Defense,Communications,GEO,2011-09-20,10.0,5000.0
Garpun-12L (Cosmos 2513),Russia,Ministry of Defense,Communications,GEO,2015-12-10,10.0,5000.0
Garuda-1 (Aces 1),Indonesia/Philippines/Thailand,Asia Cellular Satellite,Communications,GEO,2000-02-12,12.0,4291.0
GATOSS (Global Air Traffic Awareness and Optimizing through Spaceborne Surveillance),Denmark,GomSpace ApS,Technology Development,LEO,2013-11-21,10.0,5.0
GEARRSAT-2 (Globalstar Experiment And Risk Reduction Satellite),USA,NearSpace Launch/Air Force Research Laboratory,Technology Development,LEO,2015-05-20,10.0,10.0
Genesis-1,USA,Bigelow Aerospace,Technology Development,LEO,2006-07-12,5.0,1360.0
Genesis-2,USA,Bigelow Aerospace,Technology Development,LEO,2007-06-28,5.0,1360.0
GEO IK2 (Cosmos 2517),Russia,Ministry of Defense,Earth Science,LEO,2016-06-05,5.0,900.0
GeoEye-1 (Orbview 5),USA,DigitalGlobal Corporation,Earth Observation,LEO,2008-09-06,7.0,1955.0
Geotail (Geomagnetic Tail Laboratory),Multinational,Institute of Space and Astronautical Science (ISAS)/NASA/ESA,Space Science,Elliptical,1992-07-24,10.0,980.0
"GHGSat-D (Greenhouse Gas Satellite - Demonstrator, Claire)",Canada,"GHGSat, Inc.",Earth Science,LEO,2016-06-22,10.0,15.0
"Global Change Observation Mission - 1 Water (GCOM-1, Shikuzu)",USA/Japan,Japan Aerospace Exploration Agency (JAXA),Earth Observation,LEO,2012-05-17,5.0,1900.0
Globalstar M004 (Globalstar 4),USA,Globalstar ,Communications,LEO,1998-02-14,10.0,450.0
Globalstar M006 (Globalstar 6),USA,Globalstar ,Communications,LEO,1998-04-24,10.0,450.0
Globalstar M023 (Globalstar 9),USA,Globalstar ,Communications,LEO,1999-02-09,10.0,450.0
Globalstar M026 (Globalstar 28),USA,Globalstar ,Communications,LEO,1999-07-25,10.0,450.0
Globalstar M027 (Globalstar 34),USA,Globalstar ,Communications,LEO,1999-08-17,10.0,450.0
Globalstar M028 (Globalstar 26),USA,Globalstar,Communications,LEO,1999-07-25,10.0,450.0
Globalstar M029 (Globalstar 47),USA,Globalstar ,Communications,LEO,1999-11-22,10.0,450.0
Globalstar M031 (Globalstar 44),USA,Globalstar ,Communications,LEO,1999-10-18,10.0,450.0
Globalstar M037 (Globalstar 16),USA,Globalstar ,Communications,LEO,1999-03-15,10.0,450.0
Globalstar M039 (Globalstar 45),USA,Globalstar ,Communications,LEO,1999-11-22,10.0,450.0
Globalstar M040 (Globalstar 10),USA,Globalstar ,Communications,LEO,1999-02-09,10.0,450.0
Globalstar M056 (Globalstar 43),USA,Globalstar ,Communications,LEO,1999-10-18,10.0,450.0
Globalstar M059 (Globalstar 42),USA,Globalstar ,Communications,LEO,1999-10-18,10.0,450.0
Globalstar M063 (Globalstar 49),USA,Globalstar  ,Communications,LEO,2000-02-08,10.0,450.0
Globalstar M065 (Globalstar 65),USA,Globalstar,Communications,LEO,2007-05-29,10.0,450.0
Globalstar M066 (Globalstar 66),USA,Globalstar,Communications,LEO,2007-10-20,10.0,450.0
Globalstar M067 (Globalstar 67),USA,Globalstar,Communications,LEO,2007-10-20,10.0,450.0
Globalstar M068 (Globalstar 68),USA,Globalstar,Communications,LEO,2007-10-20,10.0,450.0
Globalstar M069 (Globalstar 69),USA,Globalstar,Communications,LEO,2007-05-29,10.0,450.0
Globalstar M070 (Globalstar 70),USA,Globalstar,Communications,LEO,2007-10-20,10.0,450.0
Globalstar M071 (Globalstar 71),USA,Globalstar,Communications,LEO,2007-05-29,10.0,450.0
Globalstar M072 (Globalstar 72),USA,Globalstar,Communications,LEO,2007-05-29,10.0,450.0
"Globalstar M073 (Globalstar 73, Globalstar 2-6)",USA,Globalstar,Communications,LEO,2010-10-19,15.0,700.0
"Globalstar M074 (Globalstar 74, Globalstar 2-2)",USA,Globalstar,Communications,LEO,2010-10-19,15.0,700.0
"Globalstar M075 (Globalstar 75, Globalstar 2-5)",USA,Globalstar,Communications,LEO,2010-10-19,15.0,700.0
"Globalstar M076 (Globalstar 76, Globalstar 2-3)",USA,Globalstar,Communications,LEO,2010-10-19,15.0,700.0
"Globalstar M077 (Globalstar 77, Globalstar 2-4)",USA,Globalstar,Communications,LEO,2010-10-19,15.0,700.0
"Globalstar M078 (Globalstar 95, Globalstar 2-23)",USA,Globalstar,Communications,LEO,2013-02-06,15.0,700.0
"Globalstar M079 (Globalstar 79, Globalstar 2-1)",USA,Globalstar,Communications,LEO,2010-10-19,15.0,700.0
"Globalstar M080 (Globalstar 80, Globalstar 2-14)",USA,Globalstar,Communications,LEO,2011-12-28,15.0,700.0
"Globalstar M081 (Globalstar 81, Globalstar 2-11)",USA,Globalstar,Communications,LEO,2011-07-13,15.0,700.0
"Globalstar M082 (Globalstar 82, Globalstar 2-15)",USA,Globalstar,Communications,LEO,2011-12-28,15.0,700.0
"Globalstar M083 (Globalstar 83, Globalstar 2-7)",USA,Globalstar,Communications,LEO,2011-07-13,15.0,700.0
"Globalstar M084 (Globalstar 84, Globalstar 2-13) ",USA,Globalstar,Communications,LEO,2011-12-28,15.0,700.0
"Globalstar M085 (Globalstar 85, Globalstar 2-10)",USA,Globalstar,Communications,LEO,2011-07-13,15.0,700.0
"Globalstar M086 (Globalstar 86, Globalstar 2-18)",USA,Globalstar,Communications,LEO,2011-12-28,15.0,700.0
"Globalstar M088 (Globalstar 88, Globalstar 2-8)",USA,Globalstar,Communications,LEO,2011-07-13,15.0,700.0
"Globalstar M089 (Globalstar 89, Globalstar 2-12)",USA,Globalstar,Communications,LEO,2011-07-13,15.0,700.0
"Globalstar M090 (Globalstar 90, Globalstar 2-17)",USA,Globalstar,Communications,LEO,2011-12-28,15.0,700.0
"Globalstar M091 (Globalstar 91, Globalstar 2-9)",USA,Globalstar,Communications,LEO,2011-07-13,15.0,700.0
"Globalstar M092 (Globalstar 92, Globalstar 2-16)",USA,Globalstar,Communications,LEO,2011-12-28,15.0,700.0
"Globalstar M093 (Globalstar 87, Globalstar 2-20)",USA,Globalstar,Communications,LEO,2013-02-06,15.0,700.0
"Globalstar M094 (Globalstar 93, Globalstar 2-21)",USA,Globalstar,Communications,LEO,2013-02-06,15.0,700.0
"Globalstar M095 (Globalstar 96, Globalstar 2-24)",USA,Globalstar,Communications,LEO,2013-02-06,15.0,700.0
"Globalstar M096 (Globalstar 94, Globalstar 2-22)",USA,Globalstar,Communications,LEO,2013-02-06,15.0,700.0
"Globalstar M097 (Globalstar 78, Globalstar 2-19)",USA,Globalstar,Communications,LEO,2013-02-06,15.0,700.0
"Glonass 701 (Glonass-K, Cosmos 2471)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2011-02-26,10.0,935.0
"Glonass 702 (Glonass K, Cosmos 2501)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2014-12-01,10.0,935.0
Glonass 714 (Cosmos 2419),Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2005-12-25,7.0,1480.0
"Glonass 715 (Glonass 35-1, Cosmos 2424)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2006-12-25,7.0,1480.0
"Glonass 716 (Glonass 35-2, Cosmos 2425)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2006-12-25,7.0,1480.0
"Glonass 717 (Glonass 35-3, Cosmos 2426)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2006-12-25,7.0,1480.0
"Glonass 719 (Glonass 36-2, Cosmos 2432)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2007-10-26,7.0,1480.0
"Glonass 720 (Glonass 36-3, Cosmos 2433)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2007-10-26,7.0,1480.0
"Glonass 721 (Glonass 37-1, Cosmos 2435)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2007-12-25,7.0,1480.0
"Glonass 723 (Glonass 37-3, Cosmos 2436)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2007-12-25,7.0,1480.0
"Glonass 725 (Glonass 38-2, Cosmos 2443)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2008-09-25,7.0,1480.0
"Glonass 730 (Glonass 41-1, Cosmos 2456)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2009-12-14,7.0,1415.0
"Glonass 731 (Glonass 42-1, Cosmos 2459)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2010-03-01,7.0,1415.0
"Glonass 732 (Glonass 42-3, Cosmos 2460)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2010-03-01,7.0,1415.0
"Glonass 733 (Glonass 41-2, Cosmos 2457)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2009-12-14,7.0,1415.0
"Glonass 734 (Glonass 41-3, Cosmos 2458)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2009-12-14,7.0,1415.0
"Glonass 735 (Glonass 42-2, Cosmos 2461)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2010-03-01,7.0,1415.0
"Glonass 736 (Glonass 43-1, Cosmos 2464)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2010-09-02,7.0,1415.0
"Glonass 737 (Glonass 43-2, Cosmos 2465)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2010-09-02,7.0,1415.0
"Glonass 738 (Glonass 43-3, Cosmos 2466)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2010-09-02,7.0,1415.0
"Glonass 742 (Glonass-M, Cosmos 2474)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2011-10-02,7.0,1415.0
"Glonass 743 (Glonass 44-2, Cosmos 2476)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2011-11-04,7.0,1415.0
"Glonass 744 (Glonass 44-3, Cosmos 2477)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2011-11-04,7.0,1415.0
"Glonass 745 (Glonass 44-1, Cosmos 2475)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2011-11-04,7.0,1415.0
"Glonass 746 (Glonass-M, Cosmos 2478)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2011-11-27,7.0,1415.0
"Glonass 747 (Glonass-M, Cosmos 2485)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2013-04-26,7.0,1415.0
"Glonass 751 (Glonass-M, Cosmos 2514)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2016-02-07,7.0,1415.0
"Glonass 753 (Glonass-M, Cosmos 2516)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2016-05-29,7.0,1415.0
"Glonass 754 (Glonass-M, Cosmos 2491, RS-46)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2014-03-23,7.0,1415.0
"Glonass 755 (Glonass-M, Cosmos 2500)",Russia,Ministry of Defense,Navigation/Global Positioning,MEO,2014-06-14,7.0,1415.0
"GOES 13 (Geostationary Operational Environmental Satellite, GOES-N)",USA,NOAA (National Oceanographic and Atmospheric Administration),Earth Observation,GEO,2006-05-24,7.0,3200.0
"GOES 14 (Geostationary Operational Environmental Satellite, GOES-O)",USA,NOAA (National Oceanographic and Atmospheric Administration),Earth Observation,GEO,2009-06-27,10.0,3200.0
"GOES 15 (Geostationary Operational Ennvironmental Satellite, GOES-P)",USA,NOAA (National Oceanographic and Atmospheric Administration),Earth Observation,GEO,2010-03-04,10.0,3175.0
"GOES 3 (Geostationary Operational Environmental Satellite, GOES-C)",USA,"University of Miami, Rosenstiel School of Marine and Atmospheric Science (RSMAS) (loaned by NOAA)",Communications,GEO,1978-06-16,7.0,627.0
Göktürk 2,Turkey,Turkish Ministry of National Defense,Earth Observation,LEO,2012-12-18,5.0,409.0
GOMX-3,Denmark,GomSpace ApS,Technology Development,LEO,2015-10-05,10.0,3.0
Gonets D1-14 ,Russia,Gonets Satcom,Communications,LEO,1996-02-19,3.0,240.0
Gonets M-03,Russia,Gonets Satcom,Communications,LEO,2012-07-28,5.0,270.0
Gonets M-04,Russia,Gonets Satcom,Communications,LEO,2012-07-28,5.0,270.0
Gonets M-05,Russia,Gonets Satcom,Communications,LEO,2010-09-08,5.0,270.0
Gonets M-11 (Gonets M21),Russia,Gonets Satcom,Communications,LEO,2015-03-31,5.0,280.0
Gonets M-12 (Gonets M22),Russia,Gonets Satcom,Communications,LEO,2015-03-31,5.0,280.0
Gonets M-13 (Gonets M23),Russia,Gonets Satcom,Communications,LEO,2015-03-31,5.0,280.0
Gonets M-14,Russia,Gonets Satcom,Communications,LEO,2013-09-11,5.0,270.0
Gonets M-16,Russia,Gonets Satcom,Communications,LEO,2013-09-11,5.0,270.0
Gonets M-17,Russia,Gonets Satcom,Communications,LEO,2013-09-11,5.0,270.0
Gonets M-18,Russia,Gonets Satcom,Communications,LEO,2014-07-03,5.0,280.0
Gonets M-19,Russia,Gonets Satcom,Communications,LEO,2014-07-03,5.0,280.0
Gonets M-20,Russia,Gonets Satcom,Communications,LEO,2014-07-03,5.0,280.0
GPM Core Observatory (Global Precipitation Measurement),USA/Japan,NASA/JAXA,Earth Observation,LEO,2014-02-27,10.0,3850.0
"Grace 1 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Earth Observation,LEO,2002-03-17,5.0,480.0
"Grace 2 (Gravity Recovery and Climate Experiment, ""Tom and Jerry"")",Germany/USA,"GeoForschungsZentrum (GFZ)/Center for Space Research, University of Texas",Earth Observation,LEO,2002-03-17,5.0,480.0
"Greenhouse Gases Observing Satellite (Ibuki, GoSAT)",Japan,Japan Aerospace Exploration Agency (JAXA),Earth Observation,LEO,2009-01-23,5.0,1750.0
GRIFEX (GEO-CAPE ROIC In-Flight Performance Experiment),USA,University of Michigan/NASA Earth Science Technology Office,Technology Development,LEO,2015-01-31,10.0,4.0
GSAT-10,India,Indian Space Research Organization (ISRO),Communications,GEO,2012-09-28,15.0,3400.0
GSAT-12,India,Indian Space Research Organization (ISRO),Communications,GEO,2011-07-15,8.0,1410.0
GSAT-14,India,Indian Space Research Organization (ISRO),Communications,GEO,2014-01-05,12.0,1982.0
GSAT-15,India,Indian Space Research Organization (ISRO),Communications,GEO,2015-01-10,12.0,3164.0
GSAT-16,India,Indian Space Research Organization (ISRO),Communications,GEO,2014-12-06,15.0,3181.0
GSAT-2,India,Indian Space Research Organization (ISRO),Communications/Technology Development,GEO,2003-05-08,3.0,1825.0
GSAT-6 (Insat 4-E),India,Indian National Satellite (INSAT),Communications,GEO,2015-08-27,9.0,2110.0
GSAT-7,India,Indian National Satellite System ,Communications,GEO,2013-08-29,7.0,2650.0
GSAT-8,India,Indian Space Research Organization (ISRO),Communications/Navigation,GEO,2011-05-20,12.0,3093.0
"GSSAP 1 (Geosynchronous Space Situational Awareness Program, USA 253)",USA,Air Force Satellite Control Network,Space Observation,GEO,2014-07-28,10.0,1200.0
"GSSAP 2 (Geosynchronous Space Situational Awareness Program, USA 254)",USA,Air Force Satellite Control Network,Space Observation,GEO,2014-07-28,10.0,1200.0
Haiyang 2A (HY 2A),China,State Oceanic Administration (SOA),Earth Observation,LEO,2011-08-15,3.0,1500.0
Helios 2A ,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Earth Observation,LEO,2004-12-18,5.0,4200.0
Helios 2B,France/Italy/Belgium/Spain/Greece,Centre National d'Etudes Spatiales (CNES)/Délégation Générale de l'Armement (DGA),Earth Observation,LEO,2009-12-18,5.0,4200.0
"HellasSat 2 (Intelsat K-TV, NSS K-TV)",Greece,Hellas-Sat Consortium Ltd.,Communications,GEO,2003-05-12,15.0,3300.0
"HESSI (RHESSI, Reuven Ramaty High Energy Solar Spectroscopic Imager)",USA,"Space Sciences Laboratory, UC Berkeley/NASA",Space Science,LEO,2002-02-05,3.0,293.0
Himawari 8,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Earth Observation,GEO,2014-10-07,8.0,3500.0
Hinode (Solar B),Multinational,Institute of Space and Aeronautical Science/NASA,Space Science,LEO,2006-10-22,3.0,700.0
"Hisaki (Sprint A, Spectroscopic Planet Observatory for Recognition of Interaction of Atmosphere)",Japan,Japan Aerospace Exploration Agency (JAXA),Space Science,Elliptical,2013-09-14,1.0,348.0
Hispasat 1C ,Spain,Hispasat,Communications,GEO,2000-02-04,15.0,3112.0
Hispasat 1D ,Spain,Hispasat,Communications,GEO,2002-09-18,15.0,3288.0
Hispasat 1E,Spain,Hispasat,Communications,GEO,2010-12-29,15.0,5320.0
HJ-1A (Huan Jing 1A),China,National Remote Sensing Center (NRSCC),Earth Observation,LEO,2008-09-05,3.0,470.0
HJ-1B (Huan Jing 1B),China,National Remote Sensing Center (NRSCC),Earth Observation,LEO,2008-09-05,3.0,470.0
HJ-1C (Huan Jing 1C),China,National Committee for Disaster Reduction and State Environmental Protection,Earth Observation,LEO,2012-11-18,3.0,890.0
Hodoyoshi-1 ,Japan,University of Tokyo and NESTRA,Earth Observation,LEO,2014-11-06,10.0,65.0
Hodoyoshi-3,Japan,University of Tokyo and NESTRA,Technology Development,LEO,2014-06-19,10.0,60.0
Hodoyoshi-4,Japan,University of Tokyo and NESTRA,Technology Development,LEO,2014-06-19,10.0,60.0
Horizons 2,USA/Japan,"Horizons 2 Satellite, LLC (Intelsat, Sky Perfect JSAT Corporation)",Communications,GEO,2007-12-21,15.0,2300.0
Horyu-2 (High Voltage Technology Demonstration Satellite-2),Japan,Kyushu Institute of Technology (KIT),Technology Development,LEO,2012-05-17,1.0,7.1
Horyu-4 (Arc Event Generator and Investigation Satellite - AEGIS),Japan,Kyushu Institute of Technology (KIT),Technology Development,LEO,2016-02-17,1.0,10.0
"Hubble Space Telescope (HST, Space Telescope)",ESA/USA,European Space Agency/NASA,Space Science,LEO,1990-04-25,10.0,11110.0
HumSat-D,Spain,University of Vigo,Technology Development,LEO,2013-11-21,10.0,1.0
HYLAS 1 (Highly Adaptable Satellite),United Kingdom,"Avanti Communications, PLC",Communications,GEO,2010-11-26,15.0,2242.0
HYLAS 2 (Highly Adaptable Satellite),United Kingdom,"Avanti Communications, PLC",Communications,GEO,2012-08-02,15.0,3311.0
"IGS-3A (Information Gathering Satellite 3A, IGS Optical 2)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2006-09-11,5.0,850.0
"IGS-5A (Information Gathering Satellite 5A, IGS Optical 3)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2009-11-28,5.0,1600.0
"IGS-6A (Information Gathering Satellite 6A, IGS Optical 4)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2011-09-23,5.0,1600.0
"IGS-7A (Information Gathering Satellite 7A, IGS Radar 3)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2011-12-12,5.0,1600.0
"IGS-8A (Information Gathering Satellite 8A, IGS Radar 4)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2013-01-27,5.0,1600.0
"IGS-8B (Information Gathering Satellite 8B, IGS Optical Demonstrator)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2013-01-27,5.0,1600.0
"IGS-9A (Information Gathering Satellite 9A, IGS Radar 5)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2015-01-31,5.0,1600.0
"IGS-9B (Information Gathering Satellite 9B, IGS Optical 5)",Japan,Cabinet Satellite Intelligence Center (CSIC),Earth Observation,LEO,2015-03-26,5.0,1600.0
"Improved Trumpet 4 (NROL-22, National Reconnaissance Office Launch-22, SBIRS HEO-1, Twins 1, USA 184)",USA,National Reconnaissance Office (NRO),Earth Observation,Elliptical,2006-06-28,10.0,4000.0
"Improved Trumpet 5 (NROL-28, National Reconnaissance Office Launch-28, SBIRS HEO-2, Twins 2, USA 200)",USA,National Reconnaissance Office (NRO),Earth Observation,Elliptical,2008-03-13,10.0,4200.0
"Improved Trumpet 6 (NROL-35, National Reconnaissance Office Launch-35, SBIRS HEO-3, USA 259)",USA,National Reconnaissance Office (NRO),Earth Observation,Elliptical,2014-12-13,10.0,4200.0
INMARSAT 3 F1 ,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,1996-04-03,13.0,2064.0
INMARSAT 3 F2 ,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,1996-09-06,13.0,2070.0
INMARSAT 3 F3 ,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,1996-12-18,13.0,2074.0
INMARSAT 3 F4 ,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,1997-06-03,13.0,2066.0
INMARSAT 3 F5 ,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,1998-02-04,13.0,2000.0
INMARSAT 4 F1,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,2005-03-11,15.0,5959.0
INMARSAT 4 F2,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,2005-11-08,15.0,5458.0
INMARSAT 4 F3,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,2008-08-18,15.0,5960.0
INMARSAT 5 F1,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,2013-12-08,15.0,6070.0
INMARSAT 5 F2,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,2015-02-01,15.0,6105.0
INMARSAT 5 F3,United Kingdom,"INMARSAT, Ltd.",Communications,GEO,2015-08-28,15.0,6100.0
INSAT 3A (Indian National Satellite),India,Indian Space Research Organization (ISRO),Earth Observation,GEO,2003-04-09,12.0,2950.0
INSAT 3C (Indian National Satellite),India,Indian Space Research Organization (ISRO),Communications,GEO,2002-01-23,12.0,2750.0
INSAT 3D (Indian National Satellite),India,Indian Space Research Organization (ISRO),Earth Observation,GEO,2013-07-25,10.0,2090.0
INSAT 4A (Indian National Satellite),India,Indian Space Research Organization (ISRO),Communications,GEO,2005-12-21,12.0,3100.0
INSAT 4B (Indian National Satellite),India,Indian Space Research Organization (ISRO),Communications,GEO,2007-03-11,10.0,3028.0
INSAT 4CR (Indian National Satellite),India,Indian Space Research Organization (ISRO),Communications,GEO,2007-09-02,12.0,2130.0
Integral (INTErnational Gamma-Ray Astrophysics Laboratory),ESA/USA/Russia,European Space Operations Centre (ESOC)/NASA/Russia,Space Science,Elliptical,2002-10-17,2.0,4000.0
Intelsat 10 (PAS-10),USA,"PanAmSat (Intelsat, S.A.)",Communications,GEO,2001-05-14,15.0,3739.0
Intelsat 10-02 (Thor 4),USA,"Intelsat, S.A.",Communications,GEO,2004-06-16,13.0,5576.0
Intelsat 11 (PAS 11),USA,"PanAmSat (Intelsat, S.A.)",Communications,GEO,2007-10-05,15.0,2491.0
"Intelsat 12 (Europe*Star 1, Europe*Star FM1, IS-12, PAS-12)",USA,"Intelsat, S.A.",Communications,GEO,2000-10-29,18.0,4167.0
Intelsat 14 (IS-14),USA,"Intelsat, S.A.",Communications,GEO,2009-11-23,16.0,5613.0
"Intelsat 15 (IS-15, JCSat 85)",USA,"Intelsat, S.A./Sky Perfect JSAT Corp.",Communications,GEO,2009-11-30,17.0,2550.0
Intelsat 16 (IS-16),USA,"Intelsat, S.A.",Communications,GEO,2010-02-12,15.0,2450.0
Intelsat 17 (IS-17),USA,"Intelsat, S.A.",Communications,GEO,2010-11-26,16.0,5540.0
Intelsat 18 (IS-18),USA,"Intelsat, S.A.",Communications,GEO,2011-10-05,15.0,3200.0
Intelsat 19 (IS-19),USA,"Intelsat, S.A.",Communications,GEO,2012-06-01,15.0,5600.0
"Intelsat 1R (IS-1R, PAS-1R, PanAmSat 1R)",USA,"PanAmSat (Intelsat, S.A.)",Communications,GEO,2000-11-15,15.0,4793.0
Intelsat 20 (IS-20),USA,"Intelsat, S.A.",Communications,GEO,2012-08-02,18.0,6094.0
Intelsat 21 (IS-21),USA,"Intelsat, S.A.",Communications,GEO,2012-08-19,15.0,5984.0
Intelsat 22,USA,"Intelsat, S.A.",Communications,GEO,2012-03-25,18.0,6199.0
Intelsat 23,USA,"Intelsat, S.A.",Communications,GEO,2012-10-14,15.0,3200.0
"Intelsat 25 (IS-25, Protostar 1, Chinasat 8)",USA,"Intelsat, S.A.",Communications,GEO,2008-07-07,16.0,4100.0
"Intelsat 26 (JCSat R, JCSAT-4, Japan Communications Satellite 4)",USA,"Intelsat, S.A.",Communications,GEO,1997-02-16,12.0,3124.0
Intelsat 29E,USA,"Intelsat, S.A.",Communications,GEO,2016-01-27,15.0,6500.0
Intelsat 30/DLA 1,USA,"Intelsat, S.A.",Communications,GEO,2014-10-16,15.0,6220.0
Intelsat 31/DLA 2,USA,"Intelsat, S.A.",Communications,GEO,2016-06-09,20.0,6450.0
Intelsat 34,USA,"Intelsat, S.A.",Communications,GEO,2015-08-20,15.0,3300.0
"Intelsat 5 (Arabsat 2C, Panamsat-5, PAS-5)",USA,"Intelsat, S.A.",Communications,GEO,1997-08-28,15.0,2730.0
Intelsat 701 ,USA,"Intelsat, S.A.",Communications,GEO,1993-10-22,10.0,3642.0
Intelsat 702 ,USA,"Intelsat, S.A.",Communications,GEO,1994-06-17,15.0,3642.0
"Intelsat 8 (IS-8, PAS-8) ",USA,"PanAmSat (Intelsat, S.A.)",Communications,GEO,1998-11-04,15.0,3592.0
Intelsat 805 ,USA,"Intelsat, S.A.",Communications,GEO,1998-06-18,14.0,3420.0
"Intelsat 9 (IS-9, PAS-9) ",USA,"PanAmSat (Intelsat, S.A.)",Communications,GEO,2000-07-28,15.0,3659.0
Intelsat 901 ,USA,"Intelsat, S.A.",Communications,GEO,2001-06-09,13.0,4723.0
Intelsat 902 ,USA,"Intelsat, S.A.",Communications,GEO,2001-08-30,13.0,4723.0
Intelsat 903 ,USA,"Intelsat, S.A.",Communications,GEO,2002-03-30,13.0,4723.0
Intelsat 904 ,USA,"Intelsat, S.A.",Communications,GEO,2002-02-23,13.0,4680.0
Intelsat 905 ,USA,"Intelsat, S.A.",Communications,GEO,2002-06-05,13.0,4723.0
Intelsat 906 ,USA,"Intelsat, S.A.",Communications,GEO,2002-09-06,13.0,4723.0
Intelsat 907 ,USA,"Intelsat, S.A.",Communications,GEO,2003-02-15,13.0,4685.0
Intelsat APR-2 (INSAT 2E),USA,"Intelsat, S.A.",Communications,GEO,1999-04-03,12.0,2550.0
